author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302970166/;Cанкт-Петербург;sale;flat;2;5;2;54.9;8150000;Кировский; Зайцева;37;Кировский завод;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631472/;Cанкт-Петербург;sale;flat;8;9;1;44.0;8250000;Пушкинский;Кедринская ;8;Звездная;
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/304215187/;Cанкт-Петербург;sale;flat;16;24;1;45.0;8500000;Хостинский;Курортный проспект;92/5;;
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/303798543/;Cанкт-Петербург;sale;flat;5;7;1;32.0;8500000;Хостинский; Есауленко;;;Монреаль парк
Недвижимость Большого Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/298640949/;Cанкт-Петербург;sale;flat;9;13;1;38.0;8800000;Центральный; Параллельная;10;;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302688150/;Cанкт-Петербург;sale;flat;7;7;1;48.3;9499999;Петроградский; Куйбышева;36;Горьковская;
ID 16193879;homeowner;https://spb.cian.ru/sale/flat/302133744/;Cанкт-Петербург;sale;flat;8;9;2;44.5;9850000;Калининский; Софьи Ковалевской;10К2;Академическая;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/304134073/;Cанкт-Петербург;sale;flat;8;16;2;48.4;10100000;Калининский;Гражданский проспект;112К1;Гражданский проспект;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631418/;Cанкт-Петербург;sale;flat;12;13;2;54.7;10550000;Выборгский;проспект Энгельса;139/21;Проспект Просвещения;
Барокко;real_estate_agent;https://spb.cian.ru/sale/flat/304625300/;Cанкт-Петербург;sale;flat;8;27;2;51.0;10550000;Выборгский; Федора Абрамова;21к3;Парнас;Северная долина
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/304168917/;Cанкт-Петербург;sale;flat;3;5;2;47.9;10999000;Невский;проспект Обуховской обороны;71;Елизаровская;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/302631372/;Cанкт-Петербург;sale;flat;5;23;1;38.7;11000000;Невский;проспект Обуховской обороны;110К1;Пролетарская;Молодежный
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/304860673/;Cанкт-Петербург;sale;flat;3;5;2;75.6;12000000;Красносельский;Петергофское шоссе;78к8;Ленинский проспект;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/303277076/;Cанкт-Петербург;sale;flat;17;24;2;73.1;16500000;Красносельский;бульвар Балтийский;4;Ленинский проспект;Паруса
ID 15931198;homeowner;https://saratov.cian.ru/sale/flat/303585254/;Cанкт-Петербург;sale;flat;4;5;2;42.4;3400000;Ленинский;Московское шоссе;21;;
Карбон;developer;https://sevastopol.cian.ru/sale/flat/295102118/;Cанкт-Петербург;sale;flat;2;9;1;48.3;10630000;Гагаринский;;;;Азимут ЖК
Карбон;developer;https://sevastopol.cian.ru/sale/flat/298736006/;Cанкт-Петербург;sale;flat;2;9;2;55.0;11280000;Гагаринский;;;;Азимут ЖК
Капитал;developer;https://ryazan.cian.ru/sale/flat/292410247/;Cанкт-Петербург;sale;flat;24;25;1;26.21;3170624;Железнодорожный; Земнухова;;;СМАРТ квартал Центральный
Херсонес Недвижимость;real_estate_agent;https://sevastopol.cian.ru/sale/flat/276529734/;Cанкт-Петербург;sale;flat;4;5;1;46.6;4500000;Гагаринский; Адмирала Фадеева;18;;
Этажи Москва;real_estate_agent;https://odintsovo.cian.ru/sale/flat/298169372/;Cанкт-Петербург;sale;flat;5;5;1;39.38;4799000;;;;;Равновесие
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/297718067/;Cанкт-Петербург;sale;flat;16;16;2;47.47;5307146;Прикубанский; Имени Героя Советского Союза Якова Кобзаря;;;Квартал №6
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301286110/;Cанкт-Петербург;sale;flat;1;3;2;61.2;5501880;Прикубанский; Имени Валерия Вишневецкого;13/1;;Отрада
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302674213/;Cанкт-Петербург;sale;flat;9;18;2;49.03;6030690;;;;;Теплые края
СОВА Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/303040525/;Cанкт-Петербург;sale;flat;2;4;2;43.5;6900000;Лазаревский; Разина;17;;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/297092905/;Cанкт-Петербург;sale;flat;7;9;2;51.94;6908020;;;;;Друзья
Магазин новостроек;representative_developer;https://novorossiysk.cian.ru/sale/flat/300693497/;Cанкт-Петербург;sale;flat;6;16;1;45.65;6961625;мкр. Южный; Имени Владимира Бута;;;Город у моря
